,isin,bbticker,script_name,start_date,end_date
638,INE603J01030,PI IN Equity,PIIND,1900-01-01,9999-12-31
639,INE148I01020,SAMMAANC IN Equity,SAMMAANCAP,1900-01-01,9999-12-31
640,INE884A01027,VGM IN Equity,VAIBHAVGBL,1900-01-01,9999-12-31
641,INE560K01014,PTCIF IN Equity,PFS,1900-01-01,9999-12-31
642,INE855B01025,RINDL IN Equity,RAIN,1900-01-01,9999-12-31
643,INE442H01029,ASBL IN Equity,ASHOKA,1900-01-01,9999-12-31
644,INE006I01046,ASTRA IN Equity,ASTRAL,1900-01-01,9999-12-31
645,INE901L01018,ALPM IN Equity,APLLTD,1900-01-01,9999-12-31
646,INE372A01015,APR IN Equity,APARINDS,1900-01-01,9999-12-31
647,INE489H01020,NFPI IN Equity,NFPI,1900-01-01,2024-08-01
648,INE602G01020,KTG IN Equity,KITEX,1900-01-01,9999-12-31
649,INE163A01018,NOCIL IN Equity,NOCIL,1900-01-01,9999-12-31
650,INE612J01015,REPCO IN Equity,REPCOHOME,1900-01-01,9999-12-31
651,INE703B01027,RMT IN Equity,RATNAMANI,1900-01-01,9999-12-31
652,INE956G01038,VATW IN Equity,WABAG,1900-01-01,9999-12-31
653,INE715A01015,WHL IN Equity,WHEELS,1900-01-01,9999-12-31
654,INE133E01013,TLNGR IN Equity,TI,1900-01-01,9999-12-31
655,INE059D01020,LOG IN Equity,LAOPALA,1900-01-01,9999-12-31
656,INE912H01013,MBLINFRA IN Equity,MBLINFRA,1900-01-01,9999-12-31
657,INE635Q01029,GOLI IN Equity,GULFOILLUB,1900-01-01,9999-12-31
658,INE559A01017,IFBI IN Equity,IFBIND,1900-01-01,9999-12-31
659,INE686A01026,ITCE IN Equity,ITDCEM,1900-01-01,9999-12-31
660,INE634I01029,KNRC IN Equity,KNRCON,1900-01-01,9999-12-31
661,INE930H01031,KPR IN Equity,KPRMILL,1900-01-01,9999-12-31
662,INE337A01034,LGBB IN Equity,LGBBROSLTD,1900-01-01,9999-12-31
663,INE823G01014,JKCE IN Equity,JKCEMENT,1900-01-01,9999-12-31
664,INE040D01038,MUNI IN Equity,MAYURUNIQ,1900-01-01,9999-12-31
665,INE750C01026,MRKS IN Equity,MARKSANS,1900-01-01,9999-12-31
666,INE495B01038,SVLS IN Equity,SUVEN,1900-01-01,9999-12-31
667,INE932A01024,PSL IN Equity,PENIND,1900-01-01,9999-12-31
668,INE410B01037,VO IN Equity,VINATIORGA,1900-01-01,9999-12-31
669,INE987B01026,NTCPH IN Equity,NATCOPHARM,1900-01-01,9999-12-31
670,INE370E01029,VISP IN Equity,VIVIDHA,1900-01-01,9999-12-31
671,INE482A01020,CEAT IN Equity,CEATLTD,1900-01-01,9999-12-31
672,INE452O01016,FLFL IN Equity,FLFL,1900-01-01,9999-12-31
673,INE425A01011,MEFO IN Equity,MEFO,1900-01-01,2024-08-01
674,INE052I01032,CFIN IN Equity,CAMLINFINE,1900-01-01,9999-12-31
675,INE172N01012,IMAGICAA IN Equity,IMAGICAA,1900-01-01,9999-12-31
676,INE128A01029,EVRIN IN Equity,EVEREADY,1900-01-01,9999-12-31
677,INE066P01011,INXW IN Equity,INOXWIND,1900-01-01,9999-12-31
678,INE001B01026,KRB IN Equity,KRBL,1900-01-01,9999-12-31
679,INE876N01018,ORCMNT IN Equity,ORIENTCEM,1900-01-01,9999-12-31
680,INE965H01011,SITINET IN Equity,SITINET,1900-01-01,9999-12-31
681,INE225D01027,SYML IN Equity,SYMPHONY,1900-01-01,9999-12-31
682,INE943C01027,SRIK IN Equity,SRIK,1900-01-01,2024-08-01
683,INE366I01010,VRLL IN Equity,VRLLOG,1900-01-01,9999-12-31
684,INE195J01029,PNCL IN Equity,PNCINFRA,1900-01-01,9999-12-31
685,INE336H01023,GAYP IN Equity,GAYP,1900-01-01,2024-08-01
686,INE839M01018,SCHN IN Equity,SCHNEIDER,1900-01-01,9999-12-31
687,INE988E01036,JMT IN Equity,JMT,1900-01-01,2024-08-01
688,INE871C01038,AVNT IN Equity,AVANTIFEED,1900-01-01,9999-12-31
689,INE446C01013,GWOS IN Equity,GWOS,1900-01-01,2024-08-01
690,INE101D01020,GRAN IN Equity,GRANULES,1900-01-01,9999-12-31
691,INE844O01030,GUJGA IN Equity,GUJGASLTD,1900-01-01,9999-12-31
692,INE536A01023,GWN IN Equity,GRINDWELL,1900-01-01,9999-12-31
693,INE188B01013,IGM IN Equity,IGARASHI,1900-01-01,9999-12-31
694,INE461C01038,MTLM IN Equity,GREENPLY,1900-01-01,9999-12-31
695,INE782A01015,JCHAC IN Equity,JCHAC,1900-01-01,9999-12-31
696,INE578A01017,HEIM IN Equity,HEIDELBERG,1900-01-01,9999-12-31
697,INE871K01015,HMVL IN Equity,HMVL,1900-01-01,9999-12-31
698,INE306R01017,INDA IN Equity,INTELLECT,1900-01-01,9999-12-31
699,INE873D01024,INDR IN Equity,INDOCO,1900-01-01,9999-12-31
700,INE122R01018,MANB IN Equity,MANB,1900-01-01,2024-08-01
701,INE842C01021,MDA IN Equity,MINDACORP,1900-01-01,9999-12-31
702,INE522D01027,MGFL IN Equity,MANAPPURAM,1900-01-01,9999-12-31
703,INE483B01026,ICNT IN Equity,ICIL,1900-01-01,9999-12-31
704,INE278M01019,NACO IN Equity,NAVKARCORP,1900-01-01,9999-12-31
705,INE435G01025,DAGRI IN Equity,DHANUKA,1900-01-01,9999-12-31
706,INE439L01019,DBEL IN Equity,DBEL,1900-01-01,2024-08-01
707,INE767A01016,ARTD IN Equity,AARTIDRUGS,1900-01-01,9999-12-31
708,INE365D01021,ASFI IN Equity,ASHIANA,1900-01-01,9999-12-31
709,INE146L01010,KOEL IN Equity,KIRLOSENG,1900-01-01,9999-12-31
710,INE647O01011,ABFRL IN Equity,ABFRL,1900-01-01,9999-12-31
711,INE475E01026,CLPL IN Equity,CAPLIPOINT,1900-01-01,9999-12-31
712,INE739E01017,CRS IN Equity,CERA,1900-01-01,9999-12-31
713,INE416D01022,BLIS IN Equity,BLISSGVS,1900-01-01,9999-12-31
714,INE421D01022,CCLP IN Equity,CCL,1900-01-01,9999-12-31
715,INE536H01010,CIEINDIA IN Equity,CIEINDIA,1900-01-01,9999-12-31
716,INE435A01028,ANHPR IN Equity,ANDHRAPAP,1900-01-01,9999-12-31
717,INE931S01010,ADANIENS IN Equity,ADANIENSOL,1900-01-01,9999-12-31
718,INE208C01025,AEGISLOG IN Equity,AEGISLOG,1900-01-01,9999-12-31
719,INE758C01029,AHLU IN Equity,AHLUCONT,1900-01-01,9999-12-31
720,INE785M01013,PCJL IN Equity,PCJEWELLER,1900-01-01,9999-12-31
721,INE398R01022,SYNG IN Equity,SYNGENE,1900-01-01,9999-12-31
722,INE142I01023,TAKE IN Equity,TAKE,1900-01-01,9999-12-31
723,INE152M01016,TRIV IN Equity,TRITURBINE,1900-01-01,9999-12-31
724,INE688A01022,TRPC IN Equity,TCI,1900-01-01,9999-12-31
725,INE517B01013,TTLS IN Equity,TTML,1900-01-01,9999-12-31
726,INE131B01039,RLXF IN Equity,RELAXO,1900-01-01,9999-12-31
727,INE399G01023,RMKF IN Equity,RKFORGE,1900-01-01,9999-12-31
728,INE343H01029,SOIL IN Equity,SOLARINDS,1900-01-01,9999-12-31
729,INE355A01028,SOMC IN Equity,SOMANYCERA,1900-01-01,9999-12-31
730,INE421C01016,SRTY IN Equity,TVSSRICHAK,1900-01-01,9999-12-31
731,INE951I01027,VGRD IN Equity,VGUARD,1900-01-01,9999-12-31
732,IN9155A01020,TTMT/A IN Equity,TATAMTRDVR,1900-01-01,9999-12-31
733,INE484C01030,TWO IN Equity,TIDEWATER,1900-01-01,9999-12-31
734,INE621L01012,TXMRE IN Equity,TEXRAIL,1900-01-01,9999-12-31
735,INE066O01014,WONH IN Equity,WONDERLA,1900-01-01,9999-12-31
736,INE565L01011,ZLL IN Equity,ZEELEARN,1900-01-01,9999-12-31
737,INE650K01021,SECURKLO IN Equity,SECURKLOUD,1900-01-01,9999-12-31
738,INE325A01013,TMKN IN Equity,TIMKEN,1900-01-01,9999-12-31
739,INE221J01015,SHCR IN Equity,SHARDACROP,1900-01-01,9999-12-31
740,INE764L01010,SINP IN Equity,SADBHIN,1900-01-01,9999-12-31
741,INE189B01011,STYRENIX IN Equity,STYRENIX,1900-01-01,9999-12-31
742,INE002L01015,SJVN IN Equity,SJVN,1900-01-01,9999-12-31
743,INE790G01031,SLPA IN Equity,SHILPAMED,1900-01-01,9999-12-31
744,INE294B01019,SM IN Equity,SMLISUZU,1900-01-01,9999-12-31
745,INE734N01019,SNLL IN Equity,SNOWMAN,1900-01-01,9999-12-31
746,INE500L01026,SHKL IN Equity,SHK,1900-01-01,9999-12-31
747,INE483S01020,INFIBEAM IN Equity,INFIBEAM,1900-01-01,9999-12-31
748,INE988K01017,EQUITAS IN Equity,EQUITAS,1900-01-01,2024-08-01
749,INE335K01011,CCD IN Equity,COFFEEDAY,1900-01-01,9999-12-31
750,INE646L01027,INDIGO IN Equity,INDIGO,1900-01-01,9999-12-31
751,INE410P01011,NARH IN Equity,NH,1900-01-01,9999-12-31
752,INE048G01026,NFIL IN Equity,NAVINFLUOR,1900-01-01,9999-12-31
753,INE600L01024,DLPL IN Equity,LALPATHLAB,1900-01-01,9999-12-31
754,INE092T01019,IDFCFB IN Equity,IDFCFIRSTB,1900-01-01,9999-12-31
755,INE540L01014,ALKEM IN Equity,ALKEM,1900-01-01,9999-12-31
756,INE702C01027,APAT IN Equity,APLAPOLLO,1900-01-01,9999-12-31
757,INE651A01020,SBMS IN Equity,SBMS,1900-01-01,2024-08-01
758,INE290B01025,OSC IN Equity,OSC,1900-01-01,2024-08-01
759,INE399C01030,SEL IN Equity,SUPRAJIT,1900-01-01,9999-12-31
760,INE807F01027,SEQ IN Equity,SEQUENT,1900-01-01,9999-12-31
761,INE935O01010,SFCL IN Equity,SFCL,1900-01-01,2024-08-01
762,INE299U01018,CROMPTON IN Equity,CROMPTON,1900-01-01,9999-12-31
763,INE837H01020,ADVENZY IN Equity,ADVENZYMES,1900-01-01,9999-12-31
764,INE976G01028,RBK IN Equity,RBLBANK,1900-01-01,9999-12-31
765,INE334L01012,UJJIVAN IN Equity,UJJIVAN,1900-01-01,2024-08-01
766,INE917M01012,DBL IN Equity,DBL,1900-01-01,9999-12-31
767,INE214T01019,LTIM IN Equity,LTIM,1900-01-01,9999-12-31
768,INE010V01017,LTTS IN Equity,LTTS,1900-01-01,9999-12-31
769,INE002S01010,MAHGL IN Equity,MGL,1900-01-01,9999-12-31
770,INE153U01017,MAXI IN Equity,MAXI,1900-01-01,2024-08-01
771,INE726G01019,IPRU IN Equity,ICICIPRULI,1900-01-01,9999-12-31
772,INE913H01037,ENDU IN Equity,ENDURANCE,1900-01-01,9999-12-31
773,INE752P01024,FRETAIL IN Equity,FRETAIL,1900-01-01,2024-08-01
774,INE615P01015,QUESS IN Equity,QUESS,1900-01-01,9999-12-31
775,INE594H01019,THYROCAR IN Equity,THYROCARE,1900-01-01,9999-12-31
776,INE510K01019,SCTL IN Equity,SCTL,1900-01-01,2024-08-01
777,INE405E01023,UNOMINDA IN Equity,UNOMINDA,1900-01-01,9999-12-31
778,INE883N01014,PARAG IN Equity,PARAGMILK,1900-01-01,9999-12-31
779,INE659A01023,SCHI IN Equity,SUDARSCHEM,1900-01-01,9999-12-31
780,INE947Q01028,LAURUS IN Equity,LAURUSLABS,1900-01-01,9999-12-31
781,INE572E01012,PNBHOUSI IN Equity,PNBHOUSING,1900-01-01,9999-12-31
782,INE200M01021,VBL IN Equity,VBL,1900-01-01,9999-12-31
783,INE916U01025,SFL IN Equity,SFL,1900-01-01,9999-12-31
784,INE192R01011,DMART IN Equity,DMART,1900-01-01,9999-12-31
785,INE118H01025,BSE IN Equity,BSE,1900-01-01,9999-12-31
786,INE248A01017,ITI IN Equity,ITI,1900-01-01,9999-12-31
787,INE508G01029,TIME IN Equity,TIMETECHNO,1900-01-01,9999-12-31
788,INE695A01019,UNTDB IN Equity,UNTDB,1900-01-01,2024-08-01
789,INE031A01017,HUDCO IN Equity,HUDCO,1900-01-01,9999-12-31
790,INE455T01018,JSHL IN Equity,JSHL,1900-01-01,2024-08-01
791,INE353K01014,ITDC IN Equity,ITDC,1900-01-01,9999-12-31
792,INE895B01021,RUPA IN Equity,RUPA,1900-01-01,9999-12-31
793,INE949L01017,AUBANK IN Equity,AUBANK,1900-01-01,9999-12-31
794,INE460H01021,STRCEM IN Equity,STARCEMENT,1900-01-01,9999-12-31
795,INE704P01025,COCHIN IN Equity,COCHINSHIP,1900-01-01,9999-12-31
796,INE473B01035,HTSMF IN Equity,HATSUN,1900-01-01,9999-12-31
797,INE406M01024,ERIS IN Equity,ERIS,1900-01-01,9999-12-31
798,INE736A01011,CDSL IN Equity,CDSL,1900-01-01,9999-12-31
799,INE123W01016,SBILIFE IN Equity,SBILIFE,1900-01-01,9999-12-31
800,INE481Y01014,GICRE IN Equity,GICRE,1900-01-01,9999-12-31
801,INE850D01014,GOAGRO IN Equity,GODREJAGRO,1900-01-01,9999-12-31
802,INE285J01028,SECIS IN Equity,SIS,1900-01-01,9999-12-31
803,INE274V01019,SHANKARA IN Equity,SHANKARA,1900-01-01,9999-12-31
804,INE501W01021,SINTEX IN Equity,SINTEX,1900-01-01,2024-08-01
805,INE022Q01020,IEX IN Equity,IEX,1900-01-01,9999-12-31
806,INE674K01013,ABCAP IN Equity,ABCAPITAL,1900-01-01,9999-12-31
807,INE019C01026,HSCH IN Equity,HSCL,1900-01-01,9999-12-31
808,INE765G01017,ICICIGI IN Equity,ICICIGI,1900-01-01,9999-12-31
809,INE935N01020,DIXON IN Equity,DIXON,1900-01-01,9999-12-31
810,INE348L01012,MASFIN IN Equity,MASFIN,1900-01-01,9999-12-31
811,INE385W01011,DCAL IN Equity,DCAL,1900-01-01,9999-12-31
812,INE217K01011,RELHOME IN Equity,RHFL,1900-01-01,9999-12-31
813,INE317F01035,NSE IN Equity,NESCO,1900-01-01,9999-12-31
814,INE914M01019,ASTERDM IN Equity,ASTERDM,1900-01-01,9999-12-31
815,INE880L01014,KIOCL IN Equity,KIOCL,1900-01-01,9999-12-31
816,INE974X01010,TIINDIA IN Equity,TIINDIA,1900-01-01,9999-12-31
817,INE795G01014,HDFCLIFE IN Equity,HDFCLIFE,1900-01-01,9999-12-31
818,INE970X01018,LEMONTRE IN Equity,LEMONTREE,1900-01-01,9999-12-31
819,INE066F01020,HNAL IN Equity,HAL,1900-01-01,9999-12-31
820,INE298J01013,NAM IN Equity,NAM-INDIA,1900-01-01,9999-12-31
821,INE763G01038,ISEC IN Equity,ISEC,1900-01-01,9999-12-31
822,INE150G01020,LUX IN Equity,LUXIND,1900-01-01,9999-12-31
823,INE223G01017,EXCC IN Equity,EXCC,1900-01-01,2024-08-01
824,INE545U01014,BANDHAN IN Equity,BANDHANBNK,1900-01-01,9999-12-31
825,INE171Z01026,BDL IN Equity,BDL,1900-01-01,9999-12-31
826,INE600K01018,GALSURF IN Equity,GALAXYSURF,1900-01-01,9999-12-31
827,INE766P01016,MAHLOG IN Equity,MAHLOG,1900-01-01,9999-12-31
828,INE470Y01017,NIACL IN Equity,NIACL,1900-01-01,9999-12-31
829,INE985S01024,TEAM IN Equity,TEAMLEASE,1900-01-01,9999-12-31
830,INE665J01013,VMART IN Equity,VMART,1900-01-01,9999-12-31
831,INE602A01031,PCBL IN Equity,PCBL,1900-01-01,9999-12-31
832,INE364U01010,ADANIGR IN Equity,ADANIGREEN,1900-01-01,9999-12-31
833,INE320J01015,RITE IN Equity,RITES,1900-01-01,9999-12-31
834,INE665L01035,VARROC IN Equity,VARROC,1900-01-01,9999-12-31
835,INE741K01010,CREDAG IN Equity,CREDITACC,1900-01-01,9999-12-31
836,INE127D01025,HDFCAMC IN Equity,HDFCAMC,1900-01-01,9999-12-31
837,INE686Y01026,FINEORG IN Equity,FINEORG,1900-01-01,9999-12-31
838,INE896L01010,INDOSTAR IN Equity,INDOSTAR,1900-01-01,9999-12-31
839,INE878B01027,KEII IN Equity,KEI,1900-01-01,9999-12-31
840,INE962Y01021,IRCON IN Equity,IRCON,1900-01-01,9999-12-31
841,INE457A01014,BOMH IN Equity,MAHABANK,1900-01-01,9999-12-31
842,INE789E01012,JKPAPER IN Equity,JKPAPER,1900-01-01,9999-12-31
843,INE039C01032,JMNA IN Equity,JAMNAAUTO,1900-01-01,9999-12-31
844,INE216P01012,AAVAS IN Equity,AAVAS,1900-01-01,9999-12-31
845,INE288B01029,DN IN Equity,DEEPAKNTR,1900-01-01,9999-12-31
846,INE126M01010,YAARI IN Equity,YAARI,1900-01-01,9999-12-31
847,INE778U01029,TCNSBR IN Equity,TCNSBRANDS,1900-01-01,9999-12-31
848,INE142Z01019,ORIENTEL IN Equity,ORIENTELEC,1900-01-01,9999-12-31
849,INE105A01035,TVSHLTD IN Equity,TVSHLTD,1900-01-01,9999-12-31
850,INE427F01016,CHALET IN Equity,CHALET,1900-01-01,9999-12-31
851,INE00R701025,DALBHARA IN Equity,DALBHARAT,1900-01-01,9999-12-31
852,INE462A01022,BYRCS IN Equity,BAYERCROP,1900-01-01,9999-12-31
853,INE371P01015,AMBER IN Equity,AMBER,1900-01-01,9999-12-31
854,INE955V01021,ARVINDFA IN Equity,ARVINDFASN,1900-01-01,9999-12-31
855,INE745G01035,MCX IN Equity,MCX,1900-01-01,9999-12-31
856,INE112L01020,METROHL IN Equity,METROPOLIS,1900-01-01,9999-12-31
857,INE276A01018,GTFL IN Equity,GARFIBRES,1900-01-01,9999-12-31
858,INE180C01042,CGCL IN Equity,CGCL,1900-01-01,9999-12-31
859,INE358A01014,BOOT IN Equity,ABBOTINDIA,1900-01-01,9999-12-31
860,INE04I401011,KPITTECH IN Equity,KPITTECH,1900-01-01,9999-12-31
861,INE399L01023,ATGL IN Equity,ATGL,1900-01-01,9999-12-31
862,INE743M01012,RHIM IN Equity,RHIM,1900-01-01,9999-12-31
863,INE239A01024,NEST IN Equity,NESTLEIND,1900-01-01,9999-12-31
864,INE415G01027,RVNL IN Equity,RVNL,1900-01-01,9999-12-31
865,INE455K01017,POLYCAB IN Equity,POLYCAB,1900-01-01,9999-12-31
866,INE285K01026,TECHNOE IN Equity,TECHNOE,1900-01-01,9999-12-31
867,INE586V01016,TCIEXP IN Equity,TCIEXP,1900-01-01,9999-12-31
868,INE933S01016,INMART IN Equity,INDIAMART,1900-01-01,9999-12-31
869,INE099Z01011,MIDHANI IN Equity,MIDHANI,1900-01-01,9999-12-31
870,INE717A01029,KNM IN Equity,KNM,1900-01-01,2024-08-01
871,INE00WC01027,AFFLE IN Equity,AFFLE,1900-01-01,9999-12-31
872,INE572J01011,SPANDANA IN Equity,SPANDANA,1900-01-01,9999-12-31
873,INE688D01026,RESP IN Equity,RESPONIND,1900-01-01,9999-12-31
874,INE274F01020,WESTLIFE IN Equity,WESTLIFE,1900-01-01,9999-12-31
875,INE488B01017,TSTY IN Equity,TASTYBITE,1900-01-01,9999-12-31
876,INE285B01017,SJET IN Equity,SJET,1900-01-01,2024-08-01
877,INE00M201021,SWSOLAR IN Equity,SWSOLAR,1900-01-01,9999-12-31
878,INE838B01013,BRSN IN Equity,BHARATRAS,1900-01-01,9999-12-31
879,INE382Z01011,GRSE IN Equity,GRSE,1900-01-01,9999-12-31
880,INE335Y01020,IRCTC IN Equity,IRCTC,1900-01-01,9999-12-31
881,INE541A01023,GMM IN Equity,GMMPFAUDLR,1900-01-01,9999-12-31
882,INE466L01038,360ONE IN Equity,360ONE,1900-01-01,9999-12-31
883,INE150B01039,AACL IN Equity,ALKYLAMINE,1900-01-01,9999-12-31
884,INE679A01013,CSBBANK IN Equity,CSBBANK,1900-01-01,9999-12-31
885,INE09N301011,FLUOROCH IN Equity,FLUOROCHEM,1900-01-01,9999-12-31
886,INE205C01021,PLM IN Equity,POLYMED,1900-01-01,9999-12-31
887,INE551W01018,UJJIVANS IN Equity,UJJIVANSFB,1900-01-01,9999-12-31
888,INE258G01013,SUMICHEM IN Equity,SUMICHEM,1900-01-01,9999-12-31
889,INE018E01016,SBICARD IN Equity,SBICARD,1900-01-01,9999-12-31
890,INE485C01011,ICP IN Equity,IOLCP,1900-01-01,9999-12-31
891,INE624Z01016,SOLARA IN Equity,SOLARA,1900-01-01,9999-12-31
892,INE07Y701011,POWERIND IN Equity,POWERINDIA,1900-01-01,9999-12-31
893,INE633B01018,PPC IN Equity,POLYPLEX,1900-01-01,9999-12-31
894,INE488V01015,PSPPL IN Equity,PSPPROJECT,1900-01-01,9999-12-31
895,INE03QK01018,SUVENPHA IN Equity,SUVENPHAR,1900-01-01,9999-12-31
896,INE732I01013,ANGELONE IN Equity,ANGELONE,1900-01-01,9999-12-31
897,INE050E01027,BLA IN Equity,BALAMINES,1900-01-01,9999-12-31
898,INE596I01012,CAMS IN Equity,CAMS,1900-01-01,9999-12-31
899,INE027H01010,MAXHEALT IN Equity,MAXHEALTH,1900-01-01,9999-12-31
900,INE249Z01012,MAZDOCKS IN Equity,MAZDOCK,1900-01-01,9999-12-31
901,INE0AJG01018,HEMIPROP IN Equity,HEMIPROP,1900-01-01,9999-12-31
902,INE419U01012,HAPPSTMN IN Equity,HAPPSTMNDS,1900-01-01,9999-12-31
903,INE02A801020,ROSSARI IN Equity,ROSSARI,1900-01-01,9999-12-31
904,INE450U01017,ROUTE IN Equity,ROUTE,1900-01-01,9999-12-31
905,INE689W01016,PRINCPIP IN Equity,PRINCEPIPE,1900-01-01,9999-12-31
906,INE483C01032,TANLA IN Equity,TANLA,1900-01-01,9999-12-31
907,INE565V01010,VORG IN Equity,VALIANTORG,1900-01-01,9999-12-31
908,INE094J01016,UTIAM IN Equity,UTIAMC,1900-01-01,9999-12-31
909,INE07T201019,RBA IN Equity,RBA,1900-01-01,9999-12-31
910,INE068V01023,GLAND IN Equity,GLAND,1900-01-01,9999-12-31
911,INE053F01010,IRFC IN Equity,IRFC,1900-01-01,9999-12-31
912,INE576O01020,LXCHEM IN Equity,LXCHEM,1900-01-01,9999-12-31
913,INE09VQ01012,INDIGOPN IN Equity,INDIGOPNTS,1900-01-01,9999-12-31
914,INE170I01016,HGSL IN Equity,HGS,1900-01-01,9999-12-31
915,INE0BY001018,JUBLINGR IN Equity,JUBLINGREA,1900-01-01,9999-12-31
916,INE303R01014,KALYANKJ IN Equity,KALYANKJIL,1900-01-01,9999-12-31
917,INE481N01025,HOMEFIRS IN Equity,HOMEFIRST,1900-01-01,9999-12-31
918,INE670K01029,LODHA IN Equity,LODHA,1900-01-01,9999-12-31
919,INE930P01018,ANURAS IN Equity,ANURAS,1900-01-01,9999-12-31
920,INE063P01018,EQUITASB IN Equity,EQUITASBNK,1900-01-01,9999-12-31
921,INE188A01015,FCT IN Equity,FACT,1900-01-01,9999-12-31
922,INE418L01021,NAZARA IN Equity,NAZARA,1900-01-01,9999-12-31
923,INE0DD101019,RAILTEL IN Equity,RAILTEL,1900-01-01,9999-12-31
924,INE073K01018,SONACOMS IN Equity,SONACOMS,1900-01-01,9999-12-31
925,INE967H01017,KIMS IN Equity,KIMS,1900-01-01,9999-12-31
926,INE488A01050,CHEMPLAS IN Equity,CHEMPLASTS,1900-01-01,9999-12-31
927,INE227W01023,CLEAN IN Equity,CLEAN,1900-01-01,9999-12-31
928,INE404A01024,ABSLAMC IN Equity,ABSLAMC,1900-01-01,9999-12-31
929,INE666D01022,BORORENE IN Equity,BORORENEW,1900-01-01,9999-12-31
930,INE0I7C01011,LATENTVI IN Equity,LATENTVIEW,1900-01-01,9999-12-31
931,INE852O01025,APTUS IN Equity,APTUS,1900-01-01,9999-12-31
932,INE0BJS01011,GOCOLORS IN Equity,GOCOLORS,1900-01-01,9999-12-31
933,INE201P01022,GRINFRA IN Equity,GRINFRA,1900-01-01,9999-12-31
934,INE07O001026,EASEMYTR IN Equity,EASEMYTRIP,1900-01-01,9999-12-31
935,INE461D01028,HLEGLAS IN Equity,HLEGLAS,1900-01-01,9999-12-31
936,INE872J01023,DEVYANI IN Equity,DEVYANI,1900-01-01,9999-12-31
937,INE03Q201024,GLS IN Equity,GLS,1900-01-01,9999-12-31
938,INE0BV301023,MAPMYIND IN Equity,MAPMYINDIA,1900-01-01,9999-12-31
939,INE804L01022,MEDPLUS IN Equity,MEDPLUS,1900-01-01,9999-12-31
940,INE317I01021,METROBRA IN Equity,METROBRAND,1900-01-01,9999-12-31
941,INE425B01027,BCG IN Equity,BCG,1900-01-01,2024-08-01
942,INE959A01019,PRIVISCL IN Equity,PRIVISCL,1900-01-01,9999-12-31
943,INE834M01019,RATI IN Equity,RTNINDIA,1900-01-01,9999-12-31
944,INE810G01011,SHYAMMET IN Equity,SHYAMMETL,1900-01-01,9999-12-31
945,INE417T01026,POLICYBZ IN Equity,POLICYBZR,1900-01-01,9999-12-31
946,INE043W01024,VIJAYA IN Equity,VIJAYA,1900-01-01,9999-12-31
947,INE758T01015,ZOMATO IN Equity,ZOMATO,1900-01-01,9999-12-31
948,INE575P01011,STARHEAL IN Equity,STARHEALTH,1900-01-01,9999-12-31
949,INE806T01012,SAPPHIRE IN Equity,SAPPHIRE,1900-01-01,9999-12-31
950,INE118D01016,NUVOCO IN Equity,NUVOCO,1900-01-01,9999-12-31
951,INE388Y01029,NYKAA IN Equity,NYKAA,1900-01-01,9999-12-31
952,INE982J01020,PAYTM IN Equity,PAYTM,1900-01-01,9999-12-31
953,INE864I01014,MTARTECH IN Equity,MTARTECH,1900-01-01,9999-12-31
954,INE148O01028,DELHIVER IN Equity,DELHIVERY,1900-01-01,9999-12-31
955,INE0J1Y01017,LICI IN Equity,LICI,1900-01-01,9999-12-31
956,INE278Y01022,CAMPUS IN Equity,CAMPUS,1900-01-01,9999-12-31
957,INE825V01034,MANYAVAR IN Equity,MANYAVAR,1900-01-01,9999-12-31
958,INE927D01044,JBMA IN Equity,JBMA,1900-01-01,9999-12-31
959,INE699H01024,AWLTD IN Equity,AWL,1900-01-01,9999-12-31
960,INE0BWX01014,AETHER IN Equity,AETHER,1900-01-01,9999-12-31
961,INE08ZM01014,GREENP IN Equity,GREENPANEL,1900-01-01,9999-12-31
962,INE0FS801015,MSUMI IN Equity,MSUMI,1900-01-01,9999-12-31
963,INE260D01016,OLECTRA IN Equity,OLECTRA,1900-01-01,9999-12-31
964,INE010J01012,TEJASNET IN Equity,TEJASNET,1900-01-01,9999-12-31
965,INE961O01016,RAINBOW IN Equity,RAINBOW,1900-01-01,9999-12-31
966,INE0DK501011,PIRPHARM IN Equity,PPLPHARMA,1900-01-01,9999-12-31
967,INE128X01021,ACI IN Equity,ACI,1900-01-01,9999-12-31
968,INE153T01027,BLSIN IN Equity,BLS,1900-01-01,9999-12-31
969,INE00E101023,BIKAJI IN Equity,BIKAJI,1900-01-01,9999-12-31
970,INE128S01021,FIVESTAR IN Equity,FIVESTAR,1900-01-01,9999-12-31
971,INE00LO01017,CRAFTSMA IN Equity,CRAFTSMAN,1900-01-01,9999-12-31
972,INE247D01039,JINW IN Equity,JINDWORLD,1900-01-01,9999-12-31
973,INE0IX101010,DATAPATT IN Equity,DATAPATTNS,1900-01-01,9999-12-31
974,INE071N01016,EPIGRAL IN Equity,EPIGRAL,1900-01-01,9999-12-31
975,INE474Q01031,MEDANTA IN Equity,MEDANTA,1900-01-01,9999-12-31
976,INE138Y01010,KFINTECH IN Equity,KFINTECH,1900-01-01,9999-12-31
977,INE668A01016,TMB IN Equity,TMB,1900-01-01,9999-12-31
978,INE263M01029,RUSTOMJE IN Equity,RUSTOMJEE,1900-01-01,9999-12-31
979,INE0NNS01018,NSLNISP IN Equity,NSLNISP,1900-01-01,9999-12-31
980,INE758E01017,JIOFIN IN Equity,JIOFIN,1900-01-01,9999-12-31
